y,x,group
449,33,C
379,27,C
381,27,C
326,28,C
368,31,C
421,29,C
306,29,C
432,34,C
372,27,C
314,27,C
321,26,C
303,31,C
381,25,C
460,27,C
397,33,C
353,29,C
336,31,C
379,35,C
348,26,C
377,28,C
415,31,C
342,35,C
362,29,C
329,34,C
400,33,C
443,31,C
317,32,C
342,35,C
352,31,C
338,33,C
308,26,C
361,31,C
412,26,C
328,31,C
402,27,C
319,30,C
326,31,C
440,29,C
459,32,C
402,32,C
407,31,C
322,33,C
379,25,C
416,32,C
354,25,C
408,26,C
451,33,C
302,27,C
452,29,C
427,34,C
307,30,C
440,26,C
368,35,C
404,31,C
416,30,C
371,34,C
357,34,C
434,31,C
328,34,C
446,32,C
440,33,C
319,35,C
386,35,C
446,33,C
330,26,C
309,34,C
397,34,C
400,26,C
405,31,C
417,29,C
426,28,C
339,32,C
326,33,C
391,25,C
316,34,C
370,33,C
307,27,C
458,34,C
413,34,C
349,30,C
413,30,C
364,35,C
362,34,C
321,31,C
377,30,C
425,26,C
405,26,C
459,28,C
307,34,C
446,34,C
446,28,C
391,29,C
422,29,C
447,27,C
414,28,C
302,34,C
329,34,C
339,35,C
315,28,C
401,33,C
362,34,C
413,29,C
363,32,C
418,30,C
362,29,C
423,25,C
341,27,C
319,27,C
358,34,C
416,35,C
341,28,C
440,34,C
357,31,C
392,25,C
385,35,C
363,35,C
334,27,C
300,33,C
441,30,C
332,27,C
438,29,C
358,28,C
441,29,C
426,31,C
386,34,C
324,33,C
411,30,C
379,32,C
448,26,C
423,29,C
391,25,C
429,25,C
402,26,C
339,25,C
375,33,C
358,32,C
447,28,C
452,32,C
428,35,C
424,34,C
404,30,C
353,27,C
390,35,C
395,33,C
381,26,C
424,33,C
322,32,C
346,35,C
424,34,C
365,26,C
418,27,C
371,29,C
395,33,C
411,25,C
313,30,C
392,30,C
374,31,C
370,29,C
305,31,C
353,32,C
369,25,C
394,33,C
432,33,C
340,25,C
394,35,C
409,34,C
441,34,C
364,32,C
398,27,C
330,35,C
378,29,C
438,32,C
349,34,C
450,31,C
317,33,C
387,34,C
336,28,C
351,25,C
308,28,C
450,32,C
302,33,C
323,27,C
421,27,C
430,28,C
436,28,C
311,30,C
332,31,C
321,30,C
301,35,C
322,31,C
303,27,C
348,27,C
319,28,C
358,33,C
394,27,C
416,32,C
355,35,C
375,26,C
427,25,C
410,29,C
414,27,C
422,32,C
333,35,C
386,27,C
402,34,C
411,31,C
325,27,C
329,25,C
445,35,C
377,34,C
369,27,C
413,26,C
453,26,C
426,29,C
438,31,C
323,31,C
349,35,C
454,25,C
361,26,C
339,25,C
326,30,C
451,26,C
431,29,C
328,27,C
449,31,C
456,32,C
333,33,C
438,27,C
384,34,C
380,26,C
300,27,C
304,26,C
314,33,C
410,31,C
324,26,C
318,32,C
460,25,C
385,26,C
381,32,C
331,29,C
323,30,C
435,27,C
413,25,C
324,25,C
345,28,C
428,34,C
365,32,C
335,33,C
335,26,C
351,27,C
374,33,C
311,32,C
304,28,C
460,27,C
373,35,C
356,28,C
410,33,C
362,33,C
409,25,C
400,34,C
430,26,C
454,34,C
458,34,C
451,30,C
317,35,C
303,35,C
447,33,C
365,34,C
311,35,C
304,28,C
363,26,C
424,35,C
445,28,C
364,28,C
393,32,C
380,35,C
345,26,C
304,34,C
305,34,C
368,29,C
400,27,C
318,34,C
439,29,C
407,32,C
437,27,C
449,29,C
349,30,C
395,34,C
401,27,C
415,31,C
382,25,C
414,27,C
428,35,C
421,31,C
388,31,C
360,31,C
349,35,C
332,26,C
316,27,C
338,35,C
336,32,C
395,31,C
308,26,C
320,31,C
432,35,C
308,30,C
301,29,C
356,29,C
358,25,C
325,31,C
384,25,C
425,31,C
350,27,C
321,28,C
412,26,C
383,29,C
328,35,C
317,29,C
327,29,C
365,33,C
402,31,C
390,25,C
344,25,C
424,30,C
329,27,C
398,35,C
435,33,C
401,33,C
333,25,C
312,32,C
444,34,C
371,34,C
360,29,C
340,26,C
302,32,C
407,32,C
386,29,C
417,25,C
446,26,C
370,35,C
382,27,C
436,34,C
422,30,C
361,28,C
300,29,C
321,35,C
360,27,C
380,29,C
438,35,C
391,28,C
408,27,C
438,31,C
459,32,C
330,28,C
400,33,C
336,34,C
456,32,C
344,34,C
353,34,C
345,25,C
457,27,C
330,27,C
396,32,C
418,25,C
349,33,C
417,28,C
365,26,C
360,29,C
377,30,C
413,28,C
371,35,C
358,31,C
358,32,C
389,35,C
432,32,C
451,30,C
308,28,C
374,26,C
358,25,C
427,34,C
335,26,C
380,33,C
409,31,C
323,29,C
303,32,C
367,30,C
307,29,C
383,31,C
304,28,C
414,27,C
348,31,C
376,30,C
431,29,C
347,35,C
303,33,C
425,26,C
448,28,C
313,31,C
420,31,C
449,35,C
349,28,C
427,31,C
365,35,C
396,28,C
377,34,C
347,32,C
318,27,C
447,25,C
436,28,C
359,33,C
305,33,C
431,32,C
346,26,C
327,31,C
414,29,C
329,34,C
420,29,C
407,29,C
304,27,C
392,30,C
418,35,C
407,25,C
417,29,C
376,30,C
334,34,C
333,31,C
319,25,C
367,35,C
371,29,C
401,29,C
319,30,C
386,26,C
362,25,C
322,25,C
391,32,C
460,32,C
393,30,C
338,32,C
456,30,C
323,31,C
301,26,C
379,32,C
414,27,C
301,30,C
413,32,C
312,27,C
383,35,C
355,35,C
305,30,C
325,27,C
380,28,C
305,30,C
333,33,C
386,26,C
410,26,C
459,27,C
328,29,C
452,30,C
381,33,C
414,28,C
309,27,C
427,28,C
392,25,C
360,33,C
301,32,C
395,27,C
358,26,C
455,33,C
343,27,C
320,26,C
300,31,C
305,32,C
433,35,C
308,26,C
334,34,C
314,31,C
307,26,C
320,34,C
372,33,C
396,33,C
360,31,C
378,27,C
354,25,C
335,34,C
304,26,C
375,29,C
374,31,C
413,35,C
376,35,C
448,31,C
440,26,C
300,27,C
347,32,C
346,34,C
405,25,C
434,28,C
450,26,C
308,30,C
389,25,C
333,33,C
325,26,C
317,26,C
408,30,C
433,33,C
323,26,C
447,29,C
304,26,C
408,30,C
312,27,C
445,28,C
300,27,C
319,29,C
384,34,C
337,25,C
367,28,C
304,28,C
353,29,C
390,28,C
434,27,C
332,31,C
329,29,C
380,26,C
389,34,C
358,31,C
351,34,C
328,34,C
387,26,C
356,34,C
320,30,C
452,31,C
380,25,C
377,35,C
425,30,C
433,33,C
427,26,C
444,27,C
384,30,C
444,25,C
432,31,C
458,28,C
370,32,C
348,25,C
358,32,C
393,33,C
409,34,C
385,26,C
415,35,C
379,35,C
454,33,C
304,34,C
322,34,C
340,34,C
344,26,C
402,28,C
416,33,C
427,27,C
344,32,C
317,25,C
389,25,C
432,27,C
446,28,C
427,28,C
344,31,C
432,28,C
459,28,C
432,31,C
402,25,C
347,28,C
428,29,C
356,32,C
433,32,C
303,33,C
398,28,C
303,29,C
436,25,C
333,26,C
369,27,C
400,25,C
351,31,C
311,29,C
420,26,C
300,28,C
422,32,C
449,28,C
324,35,C
414,31,C
332,29,C
377,33,C
365,31,C
319,26,C
442,31,C
306,34,C
396,28,C
441,26,C
327,31,C
393,32,C
345,30,C
380,25,C
451,33,C
458,33,C
447,33,C
314,30,C
357,30,C
413,27,C
438,32,C
437,26,C
308,30,C
370,33,C
444,29,C
431,27,C
310,29,C
327,34,C
453,35,C
430,32,C
323,25,C
363,25,C
386,31,C
457,32,C
342,27,C
423,33,C
331,28,C
433,25,C
404,31,C
361,29,C
324,25,C
316,27,C
432,30,C
423,29,C
370,27,C
413,29,C
349,34,C
356,34,C
414,33,C
385,32,C
362,34,C
344,35,C
340,32,C
301,26,C
353,31,C
419,31,C
388,27,C
437,34,C
360,26,C
340,35,C
330,31,C
311,32,C
370,34,C
403,29,C
456,31,C
398,28,C
358,26,C
423,35,C
316,25,C
378,26,C
413,30,C
411,28,C
300,34,C
394,25,C
444,35,C
345,35,C
302,30,C
437,34,C
305,32,C
326,34,C
396,31,C
416,28,C
446,25,C
382,26,C
339,34,C
457,34,C
427,29,C
323,30,C
327,33,C
306,31,C
412,35,C
310,29,C
356,29,C
362,34,C
370,32,C
428,34,C
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
