x,y,group
31,25,C
41,26,C
23,26,C
36,23,C
35,28,C
32,21,C
28,34,C
32,33,C
37,24,C
22,29,C
32,29,C
36,25,C
26,28,C
28,28,C
31,20,C
28,20,C
35,28,C
45,35,C
20,22,C
41,27,C
22,32,C
29,24,C
23,32,C
34,30,C
45,34,C
21,27,C
38,28,C
28,35,C
44,32,C
22,31,C
32,32,C
38,32,C
25,23,C
36,29,C
35,31,C
30,20,C
36,34,C
40,28,C
38,22,C
37,20,C
21,22,C
24,21,C
45,26,C
33,27,C
41,22,C
27,34,C
37,31,C
39,30,C
38,28,C
37,34,C
41,34,C
24,33,C
39,34,C
33,24,C
30,33,C
34,24,C
30,34,C
30,32,C
23,25,C
24,21,C
26,31,C
27,32,C
22,26,C
35,28,C
35,26,C
34,34,C
44,24,C
45,25,C
23,23,C
37,22,C
43,35,C
25,20,C
37,34,C
26,32,C
36,22,C
39,30,C
35,34,C
41,29,C
31,31,C
30,28,C
32,25,C
37,23,C
30,32,C
23,21,C
33,35,C
39,27,C
31,29,C
33,22,C
29,21,C
35,31,C
41,33,C
37,27,C
44,23,C
24,34,C
32,20,C
23,25,C
43,32,C
31,26,C
38,25,C
36,34,C
28,27,C
31,25,C
42,29,C
45,31,C
38,32,C
38,20,C
20,31,C
37,22,C
28,26,C
29,34,C
23,24,C
26,23,C
38,26,C
33,33,C
35,34,C
21,21,C
30,28,C
33,34,C
28,25,C
27,31,C
41,22,C
33,22,C
38,20,C
41,21,C
38,20,C
43,22,C
38,28,C
29,28,C
30,21,C
33,21,C
37,20,C
26,28,C
44,23,C
38,33,C
35,24,C
23,23,C
24,29,C
35,24,C
44,27,C
20,23,C
35,32,C
38,29,C
37,35,C
37,21,C
38,33,C
38,32,C
24,23,C
24,20,C
28,22,C
22,22,C
27,29,C
39,28,C
45,30,C
31,25,C
28,20,C
38,22,C
43,31,C
43,26,C
23,24,C
45,23,C
28,22,C
30,20,C
20,27,C
32,25,C
37,22,C
28,24,C
44,29,C
34,26,C
32,34,C
23,27,C
22,34,C
20,29,C
44,24,C
43,23,C
39,26,C
21,25,C
32,21,C
28,21,C
26,28,C
41,30,C
35,23,C
28,35,C
44,20,C
42,28,C
34,22,C
23,21,C
20,35,C
34,29,C
21,25,C
28,20,C
41,24,C
27,29,C
21,24,C
29,35,C
43,29,C
42,35,C
28,28,C
26,32,C
26,31,C
30,30,C
28,28,C
24,29,C
21,21,C
43,29,C
30,29,C
45,33,C
23,22,C
42,28,C
20,30,C
44,34,C
28,24,C
29,26,C
35,27,C
28,25,C
42,33,C
22,27,C
21,28,C
26,26,C
38,22,C
36,32,C
23,23,C
33,35,C
44,30,C
32,29,C
25,21,C
23,24,C
21,28,C
37,21,C
21,23,C
30,23,C
24,33,C
27,35,C
34,26,C
40,31,C
29,24,C
22,26,C
29,33,C
25,29,C
26,29,C
44,23,C
35,33,C
21,30,C
20,35,C
30,27,C
38,32,C
43,27,C
34,28,C
27,28,C
22,27,C
34,22,C
40,26,C
30,25,C
45,34,C
23,27,C
34,29,C
35,27,C
36,30,C
28,27,C
34,35,C
26,28,C
42,20,C
44,28,C
42,27,C
28,27,C
24,22,C
38,22,C
41,20,C
43,20,C
41,21,C
29,28,C
29,20,C
44,32,C
42,34,C
43,34,C
43,23,C
43,30,C
23,22,C
38,34,C
21,34,C
22,20,C
35,24,C
22,30,C
29,31,C
25,31,C
40,22,C
36,30,C
40,32,C
37,24,C
31,24,C
28,24,C
23,23,C
22,22,C
39,22,C
20,21,C
29,30,C
21,22,C
22,20,C
36,24,C
37,31,C
23,35,C
39,29,C
36,31,C
44,26,C
41,26,C
27,31,C
42,28,C
39,26,C
35,33,C
35,31,C
34,20,C
43,33,C
37,35,C
23,31,C
28,32,C
41,25,C
22,26,C
45,27,C
26,22,C
40,34,C
23,32,C
37,27,C
23,28,C
26,25,C
45,25,C
40,25,C
22,32,C
24,33,C
41,29,C
45,35,C
34,29,C
30,27,C
30,30,C
32,26,C
35,23,C
27,28,C
30,24,C
29,29,C
34,31,C
22,23,C
42,20,C
40,32,C
36,25,C
21,24,C
31,22,C
43,31,C
33,27,C
45,21,C
33,22,C
24,32,C
29,20,C
37,23,C
25,35,C
30,24,C
29,20,C
43,20,C
41,23,C
25,34,C
26,29,C
31,27,C
40,35,C
23,27,C
44,33,C
39,23,C
25,29,C
45,20,C
41,28,C
41,25,C
29,21,C
38,29,C
23,23,C
21,24,C
34,30,C
39,24,C
24,22,C
43,25,C
37,22,C
36,20,C
33,20,C
28,23,C
40,32,C
42,25,C
41,34,C
39,21,C
38,21,C
31,32,C
39,29,C
21,22,C
38,25,C
43,31,C
43,28,C
45,33,C
21,22,C
28,34,C
42,35,C
25,29,C
40,31,C
37,32,C
35,32,C
25,27,C
25,33,C
34,29,C
23,33,C
41,22,C
24,34,C
41,34,C
26,21,C
35,31,C
41,32,C
39,30,C
24,32,C
42,27,C
44,26,C
41,26,C
35,29,C
42,25,C
29,21,C
22,28,C
28,27,C
39,25,C
38,33,C
29,32,C
25,21,C
41,30,C
20,24,C
43,35,C
21,35,C
31,31,C
31,33,C
37,28,C
31,26,C
21,22,C
28,34,C
38,21,C
24,32,C
33,25,C
25,20,C
31,34,C
40,30,C
41,29,C
33,21,C
39,23,C
22,32,C
22,32,C
45,32,C
21,22,C
25,22,C
34,26,C
35,34,C
42,28,C
35,25,C
21,32,C
38,35,C
30,24,C
30,24,C
29,35,C
44,30,C
44,35,C
26,31,C
24,34,C
23,35,C
26,23,C
36,30,C
45,26,C
41,24,C
29,21,C
30,30,C
26,32,C
27,26,C
25,31,C
22,26,C
32,33,C
33,29,C
37,26,C
45,26,C
41,32,C
33,28,C
43,23,C
28,23,C
34,27,C
41,31,C
33,35,C
33,34,C
22,23,C
22,32,C
40,22,C
27,20,C
30,33,C
43,32,C
37,20,C
39,34,C
33,33,C
21,32,C
28,30,C
26,25,C
30,27,C
41,30,C
35,34,C
45,27,C
20,32,C
39,32,C
23,29,C
40,24,C
34,20,C
43,20,C
39,33,C
28,31,C
31,25,C
21,30,C
30,23,C
35,23,C
43,29,C
44,30,C
43,20,C
40,33,C
36,29,C
24,24,C
39,21,C
32,25,C
22,28,C
42,26,C
26,34,C
39,28,C
29,26,C
21,30,C
44,32,C
29,20,C
34,30,C
40,22,C
33,22,C
33,26,C
41,21,C
42,22,C
39,29,C
42,20,C
32,32,C
44,28,C
24,30,C
31,31,C
31,25,C
31,21,C
41,28,C
44,26,C
26,27,C
28,34,C
27,23,C
29,20,C
35,24,C
22,21,C
26,30,C
45,23,C
23,29,C
22,34,C
39,33,C
38,26,C
35,33,C
41,35,C
24,23,C
45,24,C
20,20,C
26,33,C
43,23,C
41,30,C
33,22,C
44,30,C
30,21,C
23,35,C
37,22,C
23,33,C
32,21,C
41,21,C
24,31,C
35,34,C
21,26,C
25,22,C
45,23,C
39,21,C
33,31,C
23,22,C
24,35,C
35,31,C
33,34,C
41,27,C
29,25,C
29,23,C
43,33,C
29,25,C
37,34,C
31,32,C
30,24,C
37,34,C
26,28,C
31,32,C
21,25,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,C
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
32,28,D
33,27,D
31,29,D
32,28,D
30,27,D
30,27,D
31,29,D
30,28,D
31,28,D
30,27,D
33,27,D
30,27,D
31,28,D
31,27,D
30,28,D
32,27,D
33,27,D
30,29,D
30,27,D
32,27,D
32,29,D
33,27,D
30,29,D
30,28,D
31,27,D
33,29,D
32,27,D
33,29,D
31,27,D
30,28,D
33,28,D
33,28,D
33,28,D
32,28,D
33,29,D
32,28,D
33,27,D
33,28,D
32,29,D
30,28,D
31,27,D
33,28,D
32,29,D
30,29,D
31,28,D
30,29,D
31,27,D
30,29,D
33,28,D
33,28,D
33,29,D
33,27,D
32,28,D
31,28,D
30,27,D
31,29,D
31,27,D
31,28,D
32,29,D
32,27,D
33,27,D
33,27,D
32,28,D
32,27,D
32,27,D
32,28,D
33,28,D
31,28,D
33,27,D
32,29,D
33,28,D
32,28,D
32,29,D
31,27,D
33,28,D
30,29,D
33,27,D
30,29,D
32,28,D
31,27,D
32,27,D
33,27,D
33,28,D
33,27,D
32,27,D
30,29,D
33,28,D
31,27,D
30,28,D
32,27,D
31,28,D
32,27,D
30,27,D
33,29,D
32,28,D
32,28,D
31,29,D
33,28,D
33,27,D
30,27,D
33,29,D
32,28,D
31,27,D
31,27,D
30,29,D
31,28,D
33,28,D
30,29,D
33,29,D
32,28,D
33,28,D
32,29,D
31,28,D
33,28,D
33,29,D
30,29,D
32,29,D
30,28,D
33,27,D
33,28,D
30,28,D
31,27,D
31,29,D
31,27,D
33,28,D
33,27,D
31,28,D
30,28,D
32,28,D
33,27,D
30,28,D
30,29,D
33,28,D
33,27,D
32,27,D
31,27,D
30,27,D
31,28,D
32,27,D
30,29,D
32,27,D
33,27,D
31,28,D
30,27,D
30,27,D
33,27,D
30,29,D
31,28,D
30,28,D
31,29,D
32,29,D
33,27,D
31,29,D
30,28,D
33,29,D
30,28,D
30,29,D
31,28,D
33,28,D
31,29,D
30,29,D
32,28,D
32,29,D
33,29,D
31,29,D
32,29,D
31,27,D
32,27,D
33,28,D
30,29,D
32,29,D
30,27,D
32,29,D
30,28,D
30,29,D
32,28,D
31,27,D
30,27,D
33,28,D
32,29,D
31,29,D
31,29,D
32,29,D
31,28,D
30,28,D
32,29,D
30,29,D
31,27,D
30,29,D
30,28,D
30,28,D
30,28,D
33,27,D
33,29,D
30,27,D
31,29,D
33,27,D
30,29,D
30,29,D
32,28,D
30,28,D
32,28,D
31,28,D
31,28,D
32,29,D
33,27,D
32,28,D
30,29,D
30,29,D
32,28,D
33,27,D
31,28,D
33,27,D
30,29,D
33,29,D
33,28,D
32,29,D
31,27,D
31,28,D
32,27,D
31,28,D
31,29,D
33,28,D
30,27,D
33,28,D
32,29,D
32,28,D
30,28,D
31,28,D
33,29,D
30,27,D
30,27,D
30,28,D
33,29,D
30,27,D
33,28,D
31,28,D
32,28,D
33,28,D
31,27,D
30,27,D
30,27,D
33,27,D
31,28,D
33,27,D
33,29,D
31,28,D
32,28,D
30,27,D
31,29,D
33,28,D
33,29,D
31,27,D
30,27,D
33,28,D
32,27,D
32,27,D
32,27,D
31,28,D
32,28,D
30,27,D
31,28,D
32,29,D
31,27,D
31,27,D
30,28,D
33,27,D
33,29,D
32,27,D
32,29,D
32,28,D
32,28,D
33,28,D
30,27,D
31,28,D
31,28,D
33,28,D
33,27,D
31,29,D
31,27,D
32,28,D
32,27,D
32,28,D
31,29,D
31,29,D
30,28,D
32,28,D
30,28,D
30,29,D
31,28,D
32,28,D
33,29,D
30,27,D
32,27,D
33,28,D
30,27,D
33,27,D
31,29,D
33,29,D
31,27,D
30,27,D
32,28,D
31,27,D
30,27,D
33,29,D
31,28,D
32,27,D
33,27,D
33,28,D
33,28,D
32,28,D
32,29,D
31,28,D
31,28,D
31,29,D
31,29,D
33,28,D
30,28,D
32,28,D
32,27,D
31,27,D
30,29,D
30,28,D
30,29,D
30,28,D
32,28,D
32,29,D
32,27,D
33,28,D
30,27,D
31,28,D
32,29,D
32,28,D
30,27,D
32,28,D
32,27,D
33,29,D
30,28,D
32,27,D
32,27,D
32,29,D
31,27,D
31,28,D
31,28,D
32,27,D
30,29,D
30,28,D
32,28,D
30,28,D
31,28,D
32,29,D
30,27,D
33,27,D
32,27,D
30,28,D
33,29,D
33,28,D
33,29,D
30,27,D
31,29,D
31,29,D
32,29,D
30,27,D
33,27,D
30,27,D
31,27,D
31,27,D
31,28,D
30,29,D
32,27,D
33,29,D
33,27,D
30,29,D
32,29,D
32,29,D
31,27,D
33,29,D
31,27,D
30,27,D
33,27,D
33,29,D
30,29,D
32,29,D
33,28,D
31,27,D
33,27,D
31,27,D
33,29,D
31,29,D
30,29,D
31,28,D
31,28,D
32,28,D
31,27,D
33,27,D
30,29,D
32,29,D
31,28,D
33,27,D
32,27,D
32,28,D
30,27,D
31,28,D
30,27,D
30,28,D
33,28,D
30,28,D
31,29,D
31,27,D
33,28,D
31,28,D
32,28,D
30,27,D
33,27,D
33,28,D
30,29,D
30,29,D
33,27,D
31,28,D
31,28,D
30,29,D
32,27,D
31,28,D
31,27,D
32,27,D
31,27,D
32,27,D
30,28,D
32,27,D
33,27,D
33,29,D
31,28,D
31,28,D
33,27,D
30,28,D
33,28,D
30,28,D
33,29,D
33,27,D
31,28,D
33,27,D
33,29,D
30,27,D
33,29,D
31,29,D
33,27,D
33,27,D
32,28,D
30,28,D
31,28,D
31,28,D
31,29,D
30,29,D
32,29,D
31,28,D
33,29,D
31,28,D
31,29,D
30,27,D
33,27,D
31,28,D
30,27,D
32,29,D
33,28,D
30,28,D
33,28,D
31,29,D
30,27,D
33,27,D
32,29,D
32,28,D
30,27,D
31,28,D
31,27,D
33,28,D
32,27,D
32,27,D
30,27,D
32,28,D
30,28,D
30,27,D
30,29,D
32,29,D
32,27,D
30,28,D
31,29,D
30,27,D
31,27,D
32,27,D
31,29,D
31,28,D
32,28,D
32,27,D
31,27,D
33,27,D
32,28,D
30,27,D
30,29,D
33,29,D
31,28,D
31,28,D
30,29,D
30,29,D
33,29,D
32,27,D
31,28,D
30,27,D
33,28,D
30,27,D
32,29,D
30,29,D
30,28,D
31,29,D
30,27,D
33,27,D
30,27,D
32,28,D
30,29,D
30,29,D
31,28,D
30,27,D
31,28,D
31,29,D
30,29,D
30,29,D
32,27,D
32,27,D
31,28,D
30,28,D
33,27,D
32,27,D
30,29,D
32,27,D
32,28,D
33,29,D
30,29,D
32,29,D
31,27,D
33,29,D
30,29,D
31,28,D
30,28,D
33,29,D
31,27,D
32,29,D
30,29,D
33,29,D
32,29,D
33,27,D
33,28,D
30,29,D
33,27,D
33,29,D
31,28,D
32,27,D
33,29,D
30,27,D
33,28,D
30,27,D
30,29,D
33,29,D
32,29,D
32,28,D
31,29,D
33,29,D
31,29,D
31,27,D
31,29,D
32,27,D
31,27,D
32,29,D
32,27,D
31,29,D
31,29,D
33,28,D
30,29,D
32,29,D
30,27,D
32,28,D
30,27,D
31,27,D
32,27,D
33,27,D
30,28,D
30,27,D
31,27,D
30,28,D
31,27,D
33,28,D
33,28,D
33,29,D
33,29,D
30,27,D
32,29,D
31,29,D
32,27,D
33,28,D
32,27,D
30,29,D
31,27,D
32,27,D
33,27,D
32,28,D
31,29,D
33,27,D
32,29,D
31,27,D
32,27,D
31,27,D
30,27,D
32,29,D
31,28,D
31,27,D
31,27,D
33,27,D
32,27,D
33,28,D
30,28,D
31,28,D
33,29,D
33,29,D
32,28,D
30,28,D
30,28,D
33,27,D
32,28,D
33,29,D
33,29,D
33,28,D
33,29,D
32,28,D
32,28,D
31,27,D
33,27,D
33,29,D
32,29,D
33,27,D
30,29,D
31,27,D
31,28,D
33,29,D
30,28,D
31,27,D
31,28,D
32,28,D
32,29,D
31,29,D
31,29,D
33,27,D
32,28,D
33,28,D
31,29,D
33,28,D
32,28,D
31,28,D
33,29,D
32,29,D
31,29,D
32,29,D
30,28,D
30,27,D
32,29,D
31,27,D
30,29,D
31,29,D
33,29,D
33,27,D
31,28,D
30,28,D
31,28,D
31,29,D
30,27,D
32,29,D
31,28,D
33,29,D
30,28,D
32,29,D
32,29,D
32,29,D
32,29,D
32,27,D
31,29,D
31,29,D
30,29,D
32,27,D
30,27,D
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
24,30,E
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
